Satellite Name,Time (UTC),Latitude,Longitude,Altitude (m)
STARLINK-1011,2026-01-03T13:48:41Z,-14.234835169743423,-178.14093484866675,553174.1099167364
STARLINK-1011,2026-01-03T13:58:41Z,15.834318765917475,-157.49424208501196,549944.9472469841
STARLINK-1011,2026-01-03T14:08:41Z,42.57114022401155,-128.8809907117602,553834.5225459903
STARLINK-1011,2026-01-03T14:18:41Z,52.886388668862494,-76.10449389877252,555716.378766539
STARLINK-1011,2026-01-03T14:28:41Z,35.93505201298988,-30.18277009618622,551314.9750110096
STARLINK-1011,2026-01-03T14:38:41Z,7.469758595641783,-5.521109013381735,548174.4227673076
STARLINK-1011,2026-01-03T14:48:41Z,-22.434682287018266,15.555983268195229,554021.6293333579
STARLINK-1011,2026-01-03T14:58:41Z,-47.05679499145581,48.512129530823415,563882.8551475761
STARLINK-1011,2026-01-03T15:08:41Z,-51.12214463253691,104.41836674156838,566037.8035544059
STARLINK-1011,2026-01-03T15:18:41Z,-30.183733660253438,144.16770570246067,558228.9572809963
STARLINK-1011,2026-01-03T15:28:41Z,-0.9137874794121353,166.73311810936542,550585.934832256
STARLINK-1011,2026-01-03T15:38:41Z,28.5581053832325,-171.09999718074496,551241.3330829246
STARLINK-1011,2026-01-03T15:48:41Z,50.440554485776396,-132.78178182124628,555458.2730344154
STARLINK-1011,2026-01-03T15:58:41Z,47.98964927687939,-76.33352325642446,554313.563593854
STARLINK-1011,2026-01-03T16:08:41Z,23.91047970720535,-42.1013824097206,549111.1536124347
STARLINK-1011,2026-01-03T16:18:41Z,-5.931988928954542,-20.816242930788924,549620.2175272122
STARLINK-1011,2026-01-03T16:28:41Z,-34.594568109097835,3.2437811026614005,558629.0925888709
STARLINK-1011,2026-01-03T16:38:41Z,-52.587032990763355,47.55784147708708,566277.8437086194
STARLINK-1011,2026-01-03T16:48:41Z,-43.81560164215693,101.25257075030831,563379.1120883462
